Disease,Question
Mụn Trứng Cá Tuổi Dậy Thì,"Tôi hay bị mụn trứng cá ở lưng, tập trung nhiều ở vùng lưng trên. Tôi có thể đang bị bệnh gì?
"
Mụn Trứng Cá Tuổi Dậy Thì,"Tôi có mụn mủ và u nang ở mặt và ngực, gây đau và mất thẩm mỹ. Tôi có thể đang bị bệnh gì?
"
Mụn Trứng Cá Tuổi Dậy Thì,"Tôi hiện đang có triệu chứng bít tắc lỗ chân lông và xuất hiện mụn nhọt ở vai. Tôi có thể đang bị bệnh gì?
"
Mụn Trứng Cá Tuổi Dậy Thì,"Tôi đang cảm thấy xuất hiện mụn đầu đen và mụn đầu trắng ở lưng và cánh tay trên, số lượng nhiều và kéo dài. Tôi có thể đang bị bệnh gì?
"
Mụn Trứng Cá Tuổi Dậy Thì,"Tôi hay bị mụn trứng cá ở ngực, tập trung nhiều ở vùng ngực trên. Tôi có thể đang bị bệnh gì?
"
Mụn Trứng Cá Tuổi Dậy Thì,"Tôi có mụn mủ và u nang ở mặt và lưng, gây đau và sưng tấy. Tôi có thể đang bị bệnh gì?"
Mụn Trứng Cá Ở Cằm,"Tôi hiện đang có các triệu chứng như mụn đầu trắng nằm trong lỗ chân lông ở cằm. Tôi có thể đang bị bệnh gì?
"
Mụn Trứng Cá Ở Cằm,"Tôi đang cảm thấy xuất hiện mụn đỏ viêm và sưng to ở cằm. Tôi có thể đang bị bệnh gì?
"
Mụn Trứng Cá Ở Cằm,"Tôi hay bị mụn mủ to, cứng và đau ở cằm. Tôi có thể đang bị bệnh gì?
"
Mụn Trứng Cá Ở Cằm,"Tôi có mụn đầu đen ở cằm, không gây đau nhưng mất thẩm mỹ. Tôi có thể đang bị bệnh gì?
"
Mụn Trứng Cá Ở Cằm,"Tôi hiện đang có triệu chứng mụn viêm sưng tấy ở cằm, kèm theo ngứa. Tôi có thể đang bị bệnh gì?
"
Mụn Trứng Cá Ở Cằm,"Tôi đang cảm thấy xuất hiện mụn mủ có đầu trắng ở cằm. Tôi có thể đang bị bệnh gì?
"
Mụn Trứng Cá Ở Cằm,"Tôi hay bị mụn trứng cá ở cằm, tập trung nhiều ở vùng dưới môi. Tôi có thể đang bị bệnh gì?
"
Mụn Trứng Cá Ở Cằm,"Tôi có mụn đầu đen và mụn đầu trắng ở cằm, gây mất tự tin khi giao tiếp. Tôi có thể đang bị bệnh gì?
"
Mụn Trứng Cá Ở Cằm,"Tôi hiện đang có triệu chứng mụn viêm sưng tấy ở cằm, kèm theo đau nhức. Tôi có thể đang bị bệnh gì?
"
Mụn Trứng Cá Ở Cằm,"Tôi đang cảm thấy xuất hiện mụn bọc ở cằm, gây khó chịu và đau. Tôi có thể đang bị bệnh gì?
"
Mụn Trứng Cá Ở Cằm,"Tôi hay bị mụn trứng cá ở cằm, tập trung nhiều ở vùng gần quai hàm. Tôi có thể đang bị bệnh gì?
"
Mụn Trứng Cá Ở Cằm,"Tôi có mụn đầu đen và mụn mủ ở cằm, gây mất thẩm mỹ và tự ti. Tôi có thể đang bị bệnh gì?
"
Mụn Trứng Cá Ở Cằm,"Tôi hiện đang có triệu chứng mụn viêm sưng tấy ở cằm, kèm theo rát. Tôi có thể đang bị bệnh gì?
"
Mụn Trứng Cá Ở Cằm,"Tôi đang cảm thấy xuất hiện mụn bọc có mủ ở cằm. Tôi có thể đang bị bệnh gì?
"
Mụn Trứng Cá Ở Cằm,"Tôi hay bị mụn trứng cá ở cằm, tập trung nhiều ở vùng dưới cằm. Tôi có thể đang bị bệnh gì?
"
Mụn Trứng Cá Ở Cằm,"Tôi có mụn đầu đen và mụn đầu trắng ở cằm, gây khó chịu và ngứa. Tôi có thể đang bị bệnh gì?
"
Mụn Trứng Cá Ở Cằm,"Tôi hiện đang có triệu chứng mụn viêm sưng tấy ở cằm, kèm theo sẹo thâm. Tôi có thể đang bị bệnh gì?
"
Mụn Trứng Cá Ở Cằm,"Tôi đang cảm thấy xuất hiện mụn bọc sưng to ở cằm. Tôi có thể đang bị bệnh gì?
"
Mụn Trứng Cá Ở Cằm,"Tôi hay bị mụn trứng cá ở cằm, kèm theo thay đổi nội tiết tố. Tôi có thể đang bị bệnh gì?
"
Mụn Trứng Cá Ở Cằm,"Tôi có mụn đầu đen và mụn mủ ở cằm, gây mất tự tin và lo lắng. Tôi có thể đang bị bệnh gì?"
Mụn Trứng Cá Ở Lưng,"Tôi hiện đang có các triệu chứng như nổi mụn trứng cá dọc theo vai và vùng lưng trên. Tôi có thể đang bị bệnh gì?
"
Mụn Trứng Cá Ở Lưng,"Tôi đang cảm thấy mụn lan xuống vùng thắt lưng và phát triển thành từng cụm. Tôi có thể đang bị bệnh gì?
"
Mụn Trứng Cá Ở Lưng,"Tôi hay bị mụn trứng cá ở lưng gây đau nhức, có cả mụn đầu đen, mụn mủ và u nang. Tôi có thể đang bị bệnh gì?
"
Mụn Trứng Cá Ở Lưng,"Tôi có mụn mọc riêng lẻ ở vùng lưng trên, gây ngứa và khó chịu. Tôi có thể đang bị bệnh gì?
"
Mụn Trứng Cá Ở Lưng,"Tôi hiện đang có triệu chứng mụn trứng cá tập trung nhiều ở vùng vai, gây mất thẩm mỹ. Tôi có thể đang bị bệnh gì?
"
Mụn Trứng Cá Ở Lưng,"Tôi đang cảm thấy mụn lan rộng xuống vùng thắt lưng và mông. Tôi có thể đang bị bệnh gì?
"
Mụn Trứng Cá Ở Lưng,"Tôi hay bị mụn trứng cá ở lưng, kèm theo viêm và sưng tấy. Tôi có thể đang bị bệnh gì?
"
Mụn Trứng Cá Ở Lưng,"Tôi có mụn mọc thành từng cụm ở vùng lưng dưới, gây đau và khó chịu. Tôi có thể đang bị bệnh gì?
"
Mụn Trứng Cá Ở Lưng,"Tôi hiện đang có triệu chứng mụn trứng cá tập trung nhiều ở vùng lưng trên, gần cổ. Tôi có thể đang bị bệnh gì?
"
Mụn Trứng Cá Ở Lưng,"Tôi đang cảm thấy mụn lan xuống vùng eo và hông. Tôi có thể đang bị bệnh gì?
"
Mụn Trứng Cá Ở Lưng,"Tôi hay bị mụn trứng cá ở lưng, kèm theo ngứa và rát. Tôi có thể đang bị bệnh gì?
"
Mụn Trứng Cá Ở Lưng,"Tôi có mụn mọc rải rác khắp lưng, gây mất thẩm mỹ và tự ti. Tôi có thể đang bị bệnh gì?
"
Mụn Trứng Cá Ở Lưng,"Tôi hiện đang có triệu chứng mụn trứng cá tập trung nhiều ở vùng vai và cánh tay. Tôi có thể đang bị bệnh gì?
"
Mụn Trứng Cá Ở Lưng,"Tôi đang cảm thấy mụn lan rộng xuống vùng mông và đùi. Tôi có thể đang bị bệnh gì?
"
Mụn Trứng Cá Ở Lưng,"Tôi hay bị mụn trứng cá ở lưng, kèm theo viêm nhiễm và mủ. Tôi có thể đang bị bệnh gì?
"
Mụn Trứng Cá Ở Lưng,"Tôi có mụn mọc thành từng mảng ở vùng lưng dưới, gây đau và sưng tấy. Tôi có thể đang bị bệnh gì?
"
Mụn Trứng Cá Ở Lưng,"Tôi hiện đang có triệu chứng mụn trứng cá tập trung nhiều ở vùng lưng giữa. Tôi có thể đang bị bệnh gì?
"
Mụn Trứng Cá Ở Lưng,"Tôi đang cảm thấy mụn lan rộng xuống vùng bụng dưới. Tôi có thể đang bị bệnh gì?
"
Mụn Trứng Cá Ở Lưng,"Tôi hay bị mụn trứng cá ở lưng, kèm theo sẹo và thâm. Tôi có thể đang bị bệnh gì?
"
Mụn Trứng Cá Ở Lưng,"Tôi có mụn mọc chi chít ở vùng lưng trên, gây khó chịu và mất tự tin. Tôi có thể đang bị bệnh gì?"
Mụn Trứng Cá,"Tôi hiện đang có các triệu chứng như mụn đầu trắng và mụn đầu đen trên mặt. Tôi có thể đang bị bệnh gì?
"
Mụn Trứng Cá,"Tôi đang cảm thấy xuất hiện các nốt mụn nhỏ màu đỏ, mềm (sẩn) ở trán. Tôi có thể đang bị bệnh gì?
"
Mụn Trứng Cá,"Tôi hay bị mụn nhọt (mụn mủ) ở ngực và lưng. Tôi có thể đang bị bệnh gì?
"
Mụn Trứng Cá,"Tôi có các cục u lớn, rắn, gây đau dưới da (nốt sần) ở mặt. Tôi có thể đang bị bệnh gì?
"
Mụn Trứng Cá,"Tôi hiện đang có triệu chứng đau, có mủ dưới da (tổn thương dạng nang) ở lưng. Tôi có thể đang bị bệnh gì?
"
Mụn Trứng Cá,"Tôi đang cảm thấy xuất hiện mụn đầu trắng và mụn đầu đen ở vai. Tôi có thể đang bị bệnh gì?
"
Mụn Trứng Cá,"Tôi hay bị các nốt mụn nhỏ màu đỏ, mềm (sẩn) ở ngực. Tôi có thể đang bị bệnh gì?
"
Mụn Trứng Cá,"Tôi có mụn nhọt (mụn mủ) ở mặt và trán. Tôi có thể đang bị bệnh gì?
"
Mụn Trứng Cá,"Tôi hiện đang có triệu chứng các cục u lớn, rắn, gây đau dưới da (nốt sần) ở lưng. Tôi có thể đang bị bệnh gì?
"
Mụn Trứng Cá,"Tôi đang cảm thấy xuất hiện đau, có mủ dưới da (tổn thương dạng nang) ở mặt. Tôi có thể đang bị bệnh gì?
"
Mụn Trứng Cá,"Tôi hay bị mụn đầu trắng và mụn đầu đen ở ngực và vai. Tôi có thể đang bị bệnh gì?
"
Mụn Trứng Cá,"Tôi có các nốt mụn nhỏ màu đỏ, mềm (sẩn) ở lưng và trán. Tôi có thể đang bị bệnh gì?
"
Mụn Trứng Cá,"Tôi hiện đang có triệu chứng mụn nhọt (mụn mủ) ở vai và ngực. Tôi có thể đang bị bệnh gì?
"
Mụn Trứng Cá,"Tôi đang cảm thấy xuất hiện các cục u lớn, rắn, gây đau dưới da (nốt sần) ở trán. Tôi có thể đang bị bệnh gì?
"
Mụn Trứng Cá,"Tôi hay bị đau, có mủ dưới da (tổn thương dạng nang) ở ngực và lưng. Tôi có thể đang bị bệnh gì?
"
Mụn Trứng Cá,"Tôi có mụn đầu trắng và mụn đầu đen ở mặt và lưng. Tôi có thể đang bị bệnh gì?
"
Mụn Trứng Cá,"Tôi hiện đang có triệu chứng các nốt mụn nhỏ màu đỏ, mềm (sẩn) ở vai và ngực. Tôi có thể đang bị bệnh gì?
"
Mụn Trứng Cá,"Tôi đang cảm thấy xuất hiện mụn nhọt (mụn mủ) ở trán và lưng. Tôi có thể đang bị bệnh gì?
"
Mụn Trứng Cá,"Tôi hay bị các cục u lớn, rắn, gây đau dưới da (nốt sần) ở ngực và vai. Tôi có thể đang bị bệnh gì?
"
Mụn Trứng Cá,"Tôi có đau, có mủ dưới da (tổn thương dạng nang) ở mặt và trán. Tôi có thể đang bị bệnh gì?"
Mụn Ẩn,"Tôi hiện đang có các triệu chứng như phát hiện một nốt li ti dưới da, cảm giác hơi đau, khó chịu. Tôi có thể đang bị bệnh gì?
"
Mụn Ẩn,"Tôi đang cảm thấy da hơi sưng, nốt li ti to ra và hơi đỏ. Tôi có thể đang bị bệnh gì?
"
Mụn Ẩn,"Tôi thấy xuất hiện nốt nhỏ dưới da, không đau nhưng hơi ngứa. Tôi có thể đang bị bệnh gì?
"
Mụn Ẩn,"Tôi hay nặn mụn và thấy xuất hiện nốt nhỏ dưới da, sưng và viêm. Tôi có thể đang bị bệnh gì?
"
Mụn Ẩn,"Tôi đang cảm thấy da sần sùi, có nhiều nốt li ti dưới da. Tôi có thể đang bị bệnh gì?
"
Mụn Ẩn,"Tôi hay trang điểm đậm và thấy xuất hiện nốt nhỏ dưới da, khó chịu. Tôi có thể đang bị bệnh gì?
"
Mụn Ẩn,"Tôi đang cảm thấy da mặt bóng nhờn, có nhiều nốt li ti dưới da. Tôi có thể đang bị bệnh gì?
"
Mụn Ẩn,"Tôi hay thức khuya và thấy xuất hiện nốt nhỏ dưới da, sưng đỏ. Tôi có thể đang bị bệnh gì?
"
Mụn Ẩn,"Tôi đang cảm thấy da khô ráp, có nốt li ti dưới da, hơi đau. Tôi có thể đang bị bệnh gì?
"
Mụn Ẩn,"Tôi hay ăn đồ cay nóng và thấy xuất hiện nốt nhỏ dưới da, viêm. Tôi có thể đang bị bệnh gì?
"
Mụn Ẩn,"Tôi hiện đang có các triệu chứng như nốt li ti dưới da phát triển thành nhân trứng cá. Tôi có thể đang bị bệnh gì?
"
Mụn Ẩn,"Tôi đang cảm thấy da sần sùi, có nhiều nốt li ti dưới da và mụn đầu đen. Tôi có thể đang bị bệnh gì?
"
Mụn Ẩn,"Tôi thấy xuất hiện nốt nhỏ dưới da, không đau nhưng có nhân trắng. Tôi có thể đang bị bệnh gì?
"
Mụn Ẩn,"Tôi hay nặn mụn và thấy xuất hiện nốt nhỏ dưới da, sưng và có nhân. Tôi có thể đang bị bệnh gì?
"
Mụn Ẩn,"Tôi đang cảm thấy da sần sùi, có nhiều nốt li ti dưới da và mụn đầu trắng. Tôi có thể đang bị bệnh gì?
"
Mụn Ẩn,"Tôi hay trang điểm đậm và thấy xuất hiện nốt nhỏ dưới da, có nhân. Tôi có thể đang bị bệnh gì?
"
Mụn Ẩn,"Tôi đang cảm thấy da mặt bóng nhờn, có nhiều nốt li ti dưới da và mụn đầu đen. Tôi có thể đang bị bệnh gì?
"
Mụn Ẩn,"Tôi hay thức khuya và thấy xuất hiện nốt nhỏ dưới da, sưng đỏ và có nhân. Tôi có thể đang bị bệnh gì?
"
Mụn Ẩn,"Tôi đang cảm thấy da khô ráp, có nốt li ti dưới da, hơi đau và có nhân trắng. Tôi có thể đang bị bệnh gì?
"
Mụn Ẩn,"Tôi hay ăn đồ cay nóng và thấy xuất hiện nốt nhỏ dưới da, viêm và có nhân. Tôi có thể đang bị bệnh gì?"
Nang Cơ Năng Buồng Trứng,"Tôi hiện đang có các triệu chứng như cảm giác đầy bụng và đau âm ỉ ở vùng chậu. Tôi có thể đang bị bệnh gì?
"
Nang Cơ Năng Buồng Trứng,"Tôi đang cảm thấy đau nhói ở vùng bụng dưới và chu kỳ kinh nguyệt không đều. Tôi có thể đang bị bệnh gì?
"
Nang Cơ Năng Buồng Trứng,"Tôi hay đi tiểu nhiều lần trong ngày và cảm thấy nặng bụng. Tôi có thể đang bị bệnh gì?
"
Nang Cơ Năng Buồng Trứng,"Tôi hiện đang có các triệu chứng như đau bụng dữ dội và buồn nôn. Tôi có thể đang bị bệnh gì?
"
Nang Cơ Năng Buồng Trứng,"Tôi đang cảm thấy chóng mặt và người yếu ớt, kèm theo đau bụng vùng chậu. Tôi có thể đang bị bệnh gì?
"
Nang Cơ Năng Buồng Trứng,"Tôi hay bị chảy máu âm đạo bất thường và đau bụng đột ngột. Tôi có thể đang bị bệnh gì?
"
Nang Cơ Năng Buồng Trứng,"Tôi hiện đang có các triệu chứng như đau bụng dưới, Tôi có thể đang bị bệnh gì?
"
Nang Cơ Năng Buồng Trứng,"Tôi đang cảm thấy khó chịu ở vùng bụng và kinh nguyệt không đều. Tôi có thể đang bị bệnh gì?
"
Nang Cơ Năng Buồng Trứng,"Tôi hay bị đau bụng khi quan hệ tình dục. Tôi có thể đang bị bệnh gì?
"
Nang Cơ Năng Buồng Trứng,"Tôi hiện đang có các triệu chứng như đau bụng và buồn nôn sau khi tập thể dục. Tôi có thể đang bị bệnh gì?
"
Nang Cơ Năng Buồng Trứng,"Tôi đang cảm thấy đau bụng dữ dội và sốt. Tôi có thể đang bị bệnh gì?
"
Nang Cơ Năng Buồng Trứng,"Tôi hay bị đau bụng và tiêu chảy. Tôi có thể đang bị bệnh gì?
"
Nang Cơ Năng Buồng Trứng,"Tôi hiện đang có các triệu chứng như đau bụng và táo bón. Tôi có thể đang bị bệnh gì?
"
Nang Cơ Năng Buồng Trứng,"Tôi đang cảm thấy đau bụng và đầy hơi. Tôi có thể đang bị bệnh gì?
"
Nang Cơ Năng Buồng Trứng,"Tôi hay bị đau bụng kinh dữ dội. Tôi có thể đang bị bệnh gì?
"
Nang Cơ Năng Buồng Trứng,"Tôi hiện đang có các triệu chứng như đau bụng và khó thở. Tôi có thể đang bị bệnh gì?
"
Nang Cơ Năng Buồng Trứng,"Tôi đang cảm thấy đau bụng và buồn nôn sau khi ăn. Tôi có thể đang bị bệnh gì?
"
Nang Cơ Năng Buồng Trứng,"Tôi hay bị đau bụng về đêm. Tôi có thể đang bị bệnh gì?
"
Nang Cơ Năng Buồng Trứng,"Tôi hiện đang có các triệu chứng như đau bụng và tiểu buốt. Tôi có thể đang bị bệnh gì?
"
Nang Cơ Năng Buồng Trứng,Tôi đang cảm thấy đau bụng và ra nhiều khí hư. Tôi có thể đang bị bệnh gì?
Nang Vú,"Tôi hiện đang có các triệu chứng như một khối tròn trong vú, dễ di chuyển và bề mặt trơn láng. Tôi có thể đang bị bệnh gì?
"
Nang Vú,"Tôi đang cảm thấy đau vú và nhạy cảm ở vùng có khối u tròn. Tôi có thể đang bị bệnh gì?
"
Nang Vú,"Tôi hay bị tiết dịch núm vú màu vàng rơm, đặc biệt là trước kỳ kinh nguyệt. Tôi có thể đang bị bệnh gì?
"
Nang Vú,"Tôi thấy ngực căng tức và kích thước khối u tăng lên trước kỳ kinh nguyệt. Tôi có thể đang bị bệnh gì?
"
Nang Vú,"Tôi có một khối u trong vú, sau kỳ kinh nguyệt thì kích thước khối u giảm và bớt đau. Tôi có thể đang bị bệnh gì?
"
Nang Vú,"Tôi đang cho con bú và thấy tiết dịch màu trắng đục ở cả hai vú. Tôi có thể đang bị bệnh gì?
"
Nang Vú,"Tôi thấy vú sần sùi và đau khi đến kỳ kinh nguyệt. Tôi có thể đang bị bệnh gì?
"
Nang Vú,"Tôi phát hiện khối u ở vú nhưng không đau, di chuyển dễ dàng và có tiết dịch màu nâu sẫm. Tôi có thể đang bị bệnh gì?
"
Nang Vú,"Tôi đang mang thai và thấy tiết dịch núm vú màu trong. Tôi có thể đang bị bệnh gì?
"
Nang Vú,"Tôi thấy xuất hiện khối u ở vú sau khi ngừng cho con bú. Tôi có thể đang bị bệnh gì?
"
Nang Vú,"Tôi có khối u ở vú và cảm thấy lo lắng về nguy cơ ung thư vú. Tôi có thể đang bị bệnh gì?
"
Nang Vú,"Tôi thấy vú thay đổi và khó phân biệt so với chu kỳ kinh nguyệt thông thường. Tôi có thể đang bị bệnh gì?
"
Nang Vú,"Tôi phát hiện khối u ở cả hai vú, không đau và di chuyển dễ dàng. Tôi có thể đang bị bệnh gì?
"
